index,card_name,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFM_score,customer_segment
25506,Regina Miller,147,9,4013.44,3,4,4,344,Premium Customer
25507,Regina Moore,242,9,4563.43,3,4,4,344,Premium Customer
25521,Reginald Herrera,263,10,4819.530000000001,3,4,4,344,Premium Customer
25523,Reginald Moreno,251,9,3587.67,3,4,3,343,Premium Customer
25546,Renee Graham,309,8,4369.2,4,3,4,434,Premium Customer
25552,Renee Jenkins,184,8,4324.41,3,3,4,334,Premium Customer
25558,Renee Lowe,472,11,5586.32,4,4,4,444,Premium Customer
25560,Renee Martin,247,10,3418.5200000000004,3,4,3,343,Premium Customer
25569,Renee Ponce,149,8,3211.3500000000004,3,3,3,333,Premium Customer
25573,Renee Ryan,222,11,6917.339999999999,3,4,4,344,Premium Customer
25579,Renee Swanson,244,8,3769.16,3,3,3,333,Premium Customer
25583,Renee Villanueva,411,8,3082.49,4,3,3,433,Premium Customer
25590,Rhonda Cooper,158,9,4304.24,3,4,4,344,Premium Customer
25620,Rhonda Roy,241,10,3571.82,3,4,3,343,Premium Customer
25630,Ricardo Davis,664,10,3659.8900000000003,4,4,3,443,Premium Customer
25638,Ricardo Morrison,355,8,3505.03,4,3,3,433,Premium Customer
25642,Ricardo Romero,243,8,4563.64,3,3,4,334,Premium Customer
25645,Ricardo Spencer,328,11,7366.59,4,4,4,444,Premium Customer
25646,Ricardo Stevens,209,11,5740.400000000001,3,4,4,344,Premium Customer
25650,Richard Abbott,306,8,3533.6299999999997,4,3,3,433,Premium Customer
25666,Richard Bennett,251,8,4113.290000000001,3,3,4,334,Premium Customer
25669,Richard Blevins,315,9,5198.32,4,4,4,444,Premium Customer
25671,Richard Brooks,227,9,4176.5,3,4,4,344,Premium Customer
25673,Richard Buchanan,282,11,5075.75,4,4,4,444,Premium Customer
25684,Richard Castro,201,12,6215.78,3,4,4,344,Premium Customer
25696,Richard Dawson,251,8,5014.91,3,3,4,334,Premium Customer
25699,Richard Delacruz,201,10,3139.8899999999994,3,4,3,343,Premium Customer
25706,Richard Edwards,423,8,4737.11,4,3,4,434,Premium Customer
25718,Richard Gilbert,174,9,4370.13,3,4,4,344,Premium Customer
25729,Richard Hancock,465,11,6699.86,4,4,4,444,Premium Customer
25731,Richard Hartman,146,11,3143.96,3,4,3,343,Premium Customer
25738,Richard Hoover,150,8,3051.55,3,3,3,333,Premium Customer
25740,Richard Howard,185,11,5126.86,3,4,4,344,Premium Customer
25741,Richard Hubbard,223,11,6993.030000000001,3,4,4,344,Premium Customer
25750,Richard Kaiser,203,8,3333.3,3,3,3,333,Premium Customer
25765,Richard Lopez,144,8,2986.67,3,3,3,333,Premium Customer
25777,Richard Mcfarland,258,8,5142.58,3,3,4,334,Premium Customer
25784,Richard Moran,166,9,4218.86,3,4,4,344,Premium Customer
25789,Richard Myers,190,12,5859.0,3,4,4,344,Premium Customer
25799,Richard Payne,394,8,4574.26,4,3,4,434,Premium Customer
25810,Richard Quinn,262,8,2986.04,3,3,3,333,Premium Customer
25813,Richard Rasmussen,146,8,4864.37,3,3,4,334,Premium Customer
25837,Richard Stevens,293,8,3144.7,4,3,3,433,Premium Customer
25842,Richard Taylor,496,8,4768.3099999999995,4,3,4,434,Premium Customer
25846,Richard Torres Jr.,203,10,4509.82,3,4,4,344,Premium Customer
25848,Richard Vance,477,9,4094.75,4,4,4,444,Premium Customer
25852,Richard Wall,511,8,3631.04,4,3,3,433,Premium Customer
25858,Richard Williams,219,10,4454.88,3,4,4,344,Premium Customer
25891,Ricky Hayes,598,10,4865.91,4,4,4,444,Premium Customer
25899,Ricky Moore,144,8,3435.58,3,3,3,333,Premium Customer
25903,Ricky Oconnor,143,8,5914.29,3,3,4,334,Premium Customer
25905,Ricky Phillips,177,8,4644.29,3,3,4,334,Premium Customer
25927,Rita Collins,323,8,3993.0699999999997,4,3,4,434,Premium Customer
25932,Rita Walker,224,9,3107.2599999999998,3,4,3,343,Premium Customer
25936,Robert Adkins DDS,165,9,3881.54,3,4,3,343,Premium Customer
25953,Robert Bautista,177,8,5248.33,3,3,4,334,Premium Customer
25976,Robert Butler,160,11,5349.030000000001,3,4,4,344,Premium Customer
25978,Robert Cantrell,266,10,4706.6900000000005,3,4,4,344,Premium Customer
25987,Robert Castaneda,197,10,4444.82,3,4,4,344,Premium Customer
25993,Robert Christensen,355,9,4090.93,4,4,4,444,Premium Customer
25999,Robert Conner,168,10,4797.090000000001,3,4,4,344,Premium Customer
26004,Robert Cortez,263,8,4660.45,3,3,4,334,Premium Customer
26007,Robert Crawford,146,9,5049.360000000001,3,4,4,344,Premium Customer
26010,Robert Dalton,271,9,4545.96,3,4,4,344,Premium Customer
26022,Robert Edwards,185,10,3956.49,3,4,4,344,Premium Customer
26030,Robert Flores,239,8,3246.78,3,3,3,333,Premium Customer
26041,Robert Gentry,293,8,4216.9800000000005,4,3,4,434,Premium Customer
26045,Robert Goodman,161,9,5267.24,3,4,4,344,Premium Customer
26046,Robert Goodwin,270,9,3630.27,3,4,3,343,Premium Customer
26052,Robert Griffin,200,10,4473.65,3,4,4,344,Premium Customer
26057,Robert Hall,143,11,4511.57,3,4,4,344,Premium Customer
26058,Robert Hansen,252,9,4109.5199999999995,3,4,4,344,Premium Customer
26059,Robert Hanson,309,8,3264.68,4,3,3,433,Premium Customer
26068,Robert Herrera Jr.,250,9,3457.9300000000003,3,4,3,343,Premium Customer
26096,Robert Jones,199,8,3532.7200000000003,3,3,3,333,Premium Customer
26098,Robert Juarez,204,8,3993.1,3,3,4,334,Premium Customer
26101,Robert Khan,192,9,4559.330000000001,3,4,4,344,Premium Customer
26103,Robert Kim,484,10,6072.139999999999,4,4,4,444,Premium Customer
26104,Robert King,178,8,4459.67,3,3,4,334,Premium Customer
26125,Robert Massey,230,10,3712.9800000000005,3,4,3,343,Premium Customer
26126,Robert Matthews,359,8,4271.889999999999,4,3,4,434,Premium Customer
26127,Robert Mayo,312,8,4192.93,4,3,4,434,Premium Customer
26132,Robert Mcguire Jr.,299,8,4191.17,4,3,4,434,Premium Customer
26135,Robert Mendez DVM,252,8,3881.36,3,3,3,333,Premium Customer
26160,Robert Nunez,415,11,3882.5499999999997,4,4,3,443,Premium Customer
26172,Robert Perez,232,8,3224.18,3,3,3,333,Premium Customer
26177,Robert Porter,297,8,3164.82,4,3,3,433,Premium Customer
26184,Robert Reed,158,10,3150.3100000000004,3,4,3,343,Premium Customer
26187,Robert Rhodes,780,8,4264.8,4,3,4,434,Premium Customer
26188,Robert Rice,281,8,4630.120000000001,4,3,4,434,Premium Customer
26200,Robert Rollins,204,9,4893.86,3,4,4,344,Premium Customer
26210,Robert Schwartz,186,11,6044.84,3,4,4,344,Premium Customer
26215,Robert Sherman,267,10,5704.580000000001,3,4,4,344,Premium Customer
26224,Robert Solis,509,8,3791.02,4,3,3,433,Premium Customer
26237,Robert Trevino,394,8,3383.63,4,3,3,433,Premium Customer
26249,Robert Welch,291,10,5214.92,4,4,4,444,Premium Customer
26259,Robert Woodward,223,8,6690.1900000000005,3,3,4,334,Premium Customer
26261,Robert Yang,176,10,5659.27,3,4,4,344,Premium Customer
26265,Roberta Diaz,268,10,6518.42,3,4,4,344,Premium Customer
26280,Roberto Miller,173,8,3373.59,3,3,3,333,Premium Customer
26281,Roberto Sims,143,8,3146.45,3,3,3,333,Premium Customer
26307,Robin Herman,145,9,3708.99,3,4,3,343,Premium Customer
26309,Robin Jackson,391,8,3324.04,4,3,3,433,Premium Customer
26314,Robin Jones,174,10,6079.79,3,4,4,344,Premium Customer
26318,Robin Lamb,205,9,3397.49,3,4,3,343,Premium Customer
26320,Robin Mcconnell,173,11,5668.39,3,4,4,344,Premium Customer
26324,Robin Morales,207,8,3292.68,3,3,3,333,Premium Customer
26325,Robin Murray,220,8,5888.55,3,3,4,334,Premium Customer
26331,Robin Randolph,185,8,3698.73,3,3,3,333,Premium Customer
26339,Robin Solis,243,8,3294.88,3,3,3,333,Premium Customer
26340,Robin Stephens,172,8,3960.5600000000004,3,3,4,334,Premium Customer
26343,Robin Stone,306,9,3095.07,4,4,3,443,Premium Customer
26347,Robin Walker,206,11,5595.7,3,4,4,344,Premium Customer
26362,Robyn Petersen,340,8,3348.0299999999997,4,3,3,433,Premium Customer
26371,Rodney Burch,197,8,3003.6400000000003,3,3,3,333,Premium Customer
26372,Rodney Burns,293,9,5214.679999999999,4,4,4,444,Premium Customer
26374,Rodney Cooper,153,9,3360.67,3,4,3,343,Premium Customer
26387,Rodney Liu,414,8,4851.25,4,3,4,434,Premium Customer
26392,Rodney Moore,204,8,3900.62,3,3,3,333,Premium Customer
26393,Rodney Morris,430,9,4219.83,4,4,4,444,Premium Customer
26404,Rodney Williams,281,8,3112.84,4,3,3,433,Premium Customer
26410,Roger Clark,180,8,5298.29,3,3,4,334,Premium Customer
26413,Roger Delgado,210,10,5722.38,3,4,4,344,Premium Customer
26451,Ronald Bryant,214,8,4092.43,3,3,4,334,Premium Customer
26453,Ronald Burns,267,9,5192.080000000001,3,4,4,344,Premium Customer
26458,Ronald Charles,274,10,6213.599999999999,3,4,4,344,Premium Customer
26459,Ronald Chen,335,8,4116.2,4,3,4,434,Premium Customer
26480,Ronald Hall,259,11,4294.5199999999995,3,4,4,344,Premium Customer
26489,Ronald Holden,251,8,3821.75,3,3,3,333,Premium Customer
26494,Ronald Jones,197,8,3201.2200000000003,3,3,3,333,Premium Customer
26496,Ronald Kennedy,368,11,3369.12,4,4,3,443,Premium Customer
26502,Ronald Leblanc,243,11,4002.4700000000003,3,4,4,344,Premium Customer
26504,Ronald Martin,204,11,4557.33,3,4,4,344,Premium Customer
26517,Ronald Myers,322,8,4007.51,4,3,4,434,Premium Customer
26520,Ronald Ortiz,360,8,3605.86,4,3,3,433,Premium Customer
26523,Ronald Patterson,365,10,5722.5,4,4,4,444,Premium Customer
26525,Ronald Rhodes,154,11,4996.53,3,4,4,344,Premium Customer
26541,Ronald Thompson,228,8,4071.67,3,3,4,334,Premium Customer
26552,Ronnie Burke,491,8,4491.37,4,3,4,434,Premium Customer
26559,Ronnie Jones,171,8,4993.88,3,3,4,334,Premium Customer
26565,Ronnie Payne MD,209,8,3288.55,3,3,3,333,Premium Customer
26570,Rose Arellano,585,8,5210.17,4,3,4,434,Premium Customer
26602,Roy Jones,164,9,3159.21,3,4,3,343,Premium Customer
26603,Roy Juarez,235,9,5827.67,3,4,4,344,Premium Customer
26623,Ruben Carter,210,10,4882.59,3,4,4,344,Premium Customer
26635,Russell Andrews,285,8,4992.82,4,3,4,434,Premium Customer
26641,Russell Flores,252,10,3784.27,3,4,3,343,Premium Customer
26643,Russell Gonzales,367,9,3168.89,4,4,3,443,Premium Customer
26647,Russell Higgins,352,8,3842.6,4,3,3,433,Premium Customer
26648,Russell Jones,441,8,3210.75,4,3,3,433,Premium Customer
26673,Russell Underwood,190,8,3780.88,3,3,3,333,Premium Customer
26686,Ruth Hansen,228,9,3642.92,3,4,3,343,Premium Customer
26698,Ruth Smith,453,8,4293.09,4,3,4,434,Premium Customer
26704,Ryan Alexander,192,9,6261.25,3,4,4,344,Premium Customer
26705,Ryan Anderson,208,9,5688.74,3,4,4,344,Premium Customer
26709,Ryan Baldwin,195,8,3618.69,3,3,3,333,Premium Customer
26712,Ryan Benitez,705,9,3660.42,4,4,3,443,Premium Customer
26724,Ryan Carlson,313,8,3343.96,4,3,3,433,Premium Customer
26731,Ryan Collins,483,8,3810.8499999999995,4,3,3,433,Premium Customer
26733,Ryan Cooper,527,9,5799.12,4,4,4,444,Premium Customer
26742,Ryan Dyer,146,10,5612.52,3,4,4,344,Premium Customer
26761,Ryan Harris,285,8,3419.84,4,3,3,433,Premium Customer
26781,Ryan Landry,304,8,4309.52,4,3,4,434,Premium Customer
26785,Ryan Little,146,10,4812.55,3,4,4,344,Premium Customer
26812,Ryan Powell,258,10,5964.079999999999,3,4,4,344,Premium Customer
26830,Ryan Schwartz,217,9,4344.75,3,4,4,344,Premium Customer
26833,Ryan Shepard,163,8,4911.16,3,3,4,334,Premium Customer
26838,Ryan Spears,178,9,4631.049999999999,3,4,4,344,Premium Customer
26851,Ryan Wells,250,8,4169.280000000001,3,3,4,334,Premium Customer
26888,Sabrina Taylor,211,8,5437.780000000001,3,3,4,334,Premium Customer
26895,Sally Massey,303,8,3488.01,4,3,3,433,Premium Customer
26903,Samantha Beck,174,8,4768.95,3,3,4,334,Premium Customer
26928,Samantha Foster,192,10,5418.060000000001,3,4,4,344,Premium Customer
26947,Samantha Juarez,202,8,4236.1900000000005,3,3,4,334,Premium Customer
26948,Samantha Kelly,481,8,3931.75,4,3,4,434,Premium Customer
26949,Samantha Kent,379,10,4296.51,4,4,4,444,Premium Customer
26957,Samantha Mathews,260,10,5031.490000000001,3,4,4,344,Premium Customer
26962,Samantha Murphy,198,8,3610.55,3,3,3,333,Premium Customer
26972,Samantha Parks,236,13,5661.610000000001,3,4,4,344,Premium Customer
26979,Samantha Porter,254,9,4396.6,3,4,4,344,Premium Customer
26982,Samantha Rivera,170,9,5373.69,3,4,4,344,Premium Customer
26988,Samantha Rojas,237,10,5716.420000000001,3,4,4,344,Premium Customer
27008,Samantha White,347,8,4281.89,4,3,4,434,Premium Customer
27017,Samuel Alexander,192,10,4620.34,3,4,4,344,Premium Customer
27018,Samuel Anderson,237,9,5637.539999999999,3,4,4,344,Premium Customer
27024,Samuel Campbell,388,8,3849.1899999999996,4,3,3,433,Premium Customer
27025,Samuel Castro,169,8,3165.84,3,3,3,333,Premium Customer
27047,Samuel Harris,409,8,5744.0,4,3,4,434,Premium Customer
27048,Samuel Haynes,339,8,4033.7,4,3,4,434,Premium Customer
27049,Samuel Henson,170,10,4665.95,3,4,4,344,Premium Customer
27050,Samuel Higgins,359,10,5232.5599999999995,4,4,4,444,Premium Customer
27055,Samuel Johnson,546,11,6394.540000000001,4,4,4,444,Premium Customer
27057,Samuel Jordan,204,9,3415.68,3,4,3,343,Premium Customer
27063,Samuel Liu,153,12,5360.389999999999,3,4,4,344,Premium Customer
27064,Samuel Livingston,266,8,5895.280000000001,3,3,4,334,Premium Customer
27089,Samuel Warren,461,8,3759.9799999999996,4,3,3,433,Premium Customer
27105,Sandra Brown,217,10,4927.55,3,4,4,344,Premium Customer
27106,Sandra Bryan,207,10,5216.0,3,4,4,344,Premium Customer
27143,Sandra Holmes,278,8,3062.75,4,3,3,433,Premium Customer
27147,Sandra Johnson,218,9,3293.24,3,4,3,343,Premium Customer
27148,Sandra Jones,170,8,3164.01,3,3,3,333,Premium Customer
27171,Sandra Rivas,143,8,3884.01,3,3,3,333,Premium Customer
27173,Sandra Rodriguez,210,9,3140.8900000000003,3,4,3,343,Premium Customer
27181,Sandra Shields,356,8,5032.18,4,3,4,434,Premium Customer
27182,Sandra Smith,296,10,5447.83,4,4,4,444,Premium Customer
27205,Sandy Cruz,194,10,3639.2799999999997,3,4,3,343,Premium Customer
27217,Sara Blake,357,8,5163.799999999999,4,3,4,434,Premium Customer
27231,Sara Edwards,374,10,4734.75,4,4,4,444,Premium Customer
27235,Sara Garcia,150,8,4458.7,3,3,4,334,Premium Customer
27244,Sara Hudson,391,8,4011.05,4,3,4,434,Premium Customer
27256,Sara Martin,599,8,5917.62,4,3,4,434,Premium Customer
27270,Sara Nguyen,596,9,3798.5699999999997,4,4,3,443,Premium Customer
27273,Sara Owen,207,9,5969.05,3,4,4,344,Premium Customer
27275,Sara Parks,286,8,3391.25,4,3,3,433,Premium Customer
27285,Sara Roberts,405,8,3471.7700000000004,4,3,3,433,Premium Customer
27286,Sara Robinson,216,11,5987.420000000001,3,4,4,344,Premium Customer
27290,Sara Sandoval,408,10,4753.110000000001,4,4,4,444,Premium Customer
27292,Sara Smith,183,8,4052.83,3,3,4,334,Premium Customer
27293,Sara Sullivan,575,8,4842.68,4,3,4,434,Premium Customer
27304,Sara Williams,172,9,3881.75,3,4,3,343,Premium Customer
27306,Sara Wong,196,9,4761.56,3,4,4,344,Premium Customer
27307,Sara Woodard,281,9,3625.89,4,4,3,443,Premium Customer
27340,Sarah Coleman,188,8,3416.3999999999996,3,3,3,333,Premium Customer
27347,Sarah Cox,145,10,4468.13,3,4,4,344,Premium Customer
27351,Sarah Curtis,592,8,4914.52,4,3,4,434,Premium Customer
27374,Sarah Galvan,179,8,4094.6699999999996,3,3,4,334,Premium Customer
27380,Sarah Gonzalez,340,8,5365.2,4,3,4,434,Premium Customer
27383,Sarah Graves,396,9,5480.619999999999,4,4,4,444,Premium Customer
27385,Sarah Gregory,169,10,4399.7699999999995,3,4,4,344,Premium Customer
27389,Sarah Hamilton,452,8,3590.09,4,3,3,433,Premium Customer
27393,Sarah Hartman,353,8,5988.76,4,3,4,434,Premium Customer
27394,Sarah Harvey,189,9,5515.1900000000005,3,4,4,344,Premium Customer
27395,Sarah Hernandez,162,10,5378.759999999999,3,4,4,344,Premium Customer
27396,Sarah Hess,142,8,4638.25,3,3,4,334,Premium Customer
27408,Sarah Kelly,609,9,5207.56,4,4,4,444,Premium Customer
27416,Sarah Macdonald,277,9,3842.04,3,4,3,343,Premium Customer
27419,Sarah Martin,664,8,3485.41,4,3,3,433,Premium Customer
27428,Sarah Melton,547,8,3847.13,4,3,3,433,Premium Customer
27449,Sarah Patrick,458,10,4538.85,4,4,4,444,Premium Customer
27457,Sarah Ramos,310,10,5235.15,4,4,4,444,Premium Customer
27461,Sarah Reid,236,8,4419.93,3,3,4,334,Premium Customer
27472,Sarah Robinson,379,11,5529.4400000000005,4,4,4,444,Premium Customer
27474,Sarah Rodriguez,151,8,4159.379999999999,3,3,4,334,Premium Customer
27497,Sarah Tanner,199,10,4444.57,3,4,4,344,Premium Customer
27498,Sarah Thompson,377,8,3458.57,4,3,3,433,Premium Customer
27508,Sarah Walton,254,10,5610.219999999999,3,4,4,344,Premium Customer
27517,Sarah Williamson,206,8,4801.82,3,3,4,334,Premium Customer
27522,Sarah Yang,276,8,5357.6900000000005,3,3,4,334,Premium Customer
27524,Savannah Aguilar,171,8,4239.91,3,3,4,334,Premium Customer
27533,Savannah Lewis,447,8,3107.7000000000003,4,3,3,433,Premium Customer
27543,Scott Alexander,147,8,4572.719999999999,3,3,4,334,Premium Customer
27549,Scott Atkinson,345,8,4666.01,4,3,4,434,Premium Customer
27550,Scott Avery MD,270,9,5014.0199999999995,3,4,4,344,Premium Customer
27554,Scott Barrett,194,11,5761.280000000001,3,4,4,344,Premium Customer
27555,Scott Bates,392,9,4610.049999999999,4,4,4,444,Premium Customer
27558,Scott Bridges,361,8,4479.13,4,3,4,434,Premium Customer
27568,Scott Charles,429,10,3605.38,4,4,3,443,Premium Customer
27570,Scott Chung,216,8,3412.37,3,3,3,333,Premium Customer
27581,Scott Elliott,290,9,3287.21,4,4,3,443,Premium Customer
27582,Scott Ellis,199,12,6138.28,3,4,4,344,Premium Customer
27583,Scott English,326,10,3348.4500000000007,4,4,3,443,Premium Customer
27594,Scott Gordon,188,9,6541.74,3,4,4,344,Premium Customer
27597,Scott Gregory,315,13,6623.21,4,4,4,444,Premium Customer
27598,Scott Hamilton,364,9,3197.05,4,4,3,443,Premium Customer
27607,Scott Hill,372,9,5676.57,4,4,4,444,Premium Customer
27613,Scott Jefferson,211,9,3481.3900000000003,3,4,3,343,Premium Customer
27615,Scott Johnson,431,8,3435.2,4,3,3,433,Premium Customer
27617,Scott King,171,9,3972.3,3,4,4,344,Premium Customer
27624,Scott Lowe,150,9,3704.25,3,4,3,343,Premium Customer
27634,Scott Mendoza,230,9,7093.459999999999,3,4,4,344,Premium Customer
27637,Scott Mitchell,269,12,3377.4800000000005,3,4,3,343,Premium Customer
27638,Scott Monroe,142,8,3520.2800000000007,3,3,3,333,Premium Customer
27641,Scott Morse,311,8,5142.16,4,3,4,434,Premium Customer
27642,Scott Morton,216,11,5736.280000000001,3,4,4,344,Premium Customer
27652,Scott Patton,176,10,3606.13,3,4,3,343,Premium Customer
27668,Scott Schwartz,332,8,4697.05,4,3,4,434,Premium Customer
27669,Scott Shaw,462,9,4248.43,4,4,4,444,Premium Customer
27674,Scott Smith,149,9,5534.76,3,4,4,344,Premium Customer
27686,Scott Walker,161,8,3057.48,3,3,3,333,Premium Customer
27688,Scott Watkins,221,9,4107.79,3,4,4,344,Premium Customer
27693,Scott Willis,368,9,3943.64,4,4,4,444,Premium Customer
27695,Scott Wilson,186,8,3332.9700000000003,3,3,3,333,Premium Customer
27696,Scott Wise,165,8,3865.8199999999997,3,3,3,333,Premium Customer
27699,Scott Young II,265,9,3543.22,3,4,3,343,Premium Customer
27703,Sean Bates,245,8,3962.88,3,3,4,334,Premium Customer
27704,Sean Becker,447,10,4762.16,4,4,4,444,Premium Customer
27716,Sean Christensen,246,12,7317.500000000001,3,4,4,344,Premium Customer
27719,Sean Cox,290,8,3284.71,4,3,3,433,Premium Customer
27729,Sean Gates,262,8,3712.22,3,3,3,333,Premium Customer
27734,Sean Harrison,205,9,3106.1500000000005,3,4,3,343,Premium Customer
27740,Sean Jenkins,321,8,4972.38,4,3,4,434,Premium Customer
27745,Sean Leonard,277,8,4011.38,3,3,4,334,Premium Customer
27754,Sean Mcdonald,615,9,4747.7300000000005,4,4,4,444,Premium Customer
27770,Sean Rice,156,9,3464.0599999999995,3,4,3,343,Premium Customer
27773,Sean Rodriguez DVM,274,8,3263.8799999999997,3,3,3,333,Premium Customer
27788,Sean Wilson,168,10,3732.11,3,4,3,343,Premium Customer
27798,Selena Singleton,584,8,3665.82,4,3,3,433,Premium Customer
27810,Seth Allen,170,9,4064.6399999999994,3,4,4,344,Premium Customer
27821,Seth Jordan,185,12,5586.28,3,4,4,344,Premium Customer
27837,Shane Arnold,344,9,4379.15,4,4,4,444,Premium Customer
27845,Shane Dennis,319,8,3824.34,4,3,3,433,Premium Customer
27851,Shane Gomez,284,9,5693.780000000001,4,4,4,444,Premium Customer
27854,Shane Gutierrez,142,8,4345.389999999999,3,3,4,334,Premium Customer
27866,Shane Marsh,203,9,4762.93,3,4,4,344,Premium Customer
27867,Shane Martinez,209,8,3243.89,3,3,3,333,Premium Customer
27873,Shane Morrison,158,9,5062.4,3,4,4,344,Premium Customer
27876,Shane Ross,178,11,6590.0,3,4,4,344,Premium Customer
27877,Shane Salas,249,9,5365.16,3,4,4,344,Premium Customer
27879,Shane Silva,152,8,3281.4000000000005,3,3,3,333,Premium Customer
27883,Shane Torres,269,10,2999.6299999999997,3,4,3,343,Premium Customer
27897,Shannon Burns,339,8,2982.5,4,3,3,433,Premium Customer
27898,Shannon Byrd,215,8,4083.96,3,3,4,334,Premium Customer
27911,Shannon Dunlap,147,8,4540.16,3,3,4,334,Premium Customer
27921,Shannon Garza,229,12,5025.16,3,4,4,344,Premium Customer
27932,Shannon Hendrix,342,8,3550.4900000000002,4,3,3,433,Premium Customer
27944,Shannon Lopez,170,9,4244.82,3,4,4,344,Premium Customer
27964,Shannon Powell,213,8,3561.5599999999995,3,3,3,333,Premium Customer
27968,Shannon Rivera,304,9,3403.76,4,4,3,443,Premium Customer
27969,Shannon Roberts,332,8,3460.64,4,3,3,433,Premium Customer
27981,Shannon Snow,455,10,4947.21,4,4,4,444,Premium Customer
28005,Shari Robertson,230,8,3918.91,3,3,4,334,Premium Customer
28008,Sharon Allen,233,11,6001.46,3,4,4,344,Premium Customer
28027,Sharon Flores,162,8,5817.38,3,3,4,334,Premium Customer
28053,Sharon Mcconnell,245,8,4184.4,3,3,4,334,Premium Customer
28085,Sharon Williams,198,8,5617.4,3,3,4,334,Premium Customer
28089,Shaun Adkins,396,8,3512.61,4,3,3,433,Premium Customer
28092,Shaun Cervantes,192,10,3052.8100000000004,3,4,3,343,Premium Customer
28097,Shaun Johnson,215,8,4527.1,3,3,4,334,Premium Customer
28100,Shaun Taylor DDS,236,10,4941.67,3,4,4,344,Premium Customer
28101,Shaun Waller,400,9,3072.51,4,4,3,443,Premium Customer
28103,Shaun Williams,277,8,3233.4800000000005,3,3,3,333,Premium Customer
28105,Shawn Barber,329,8,4422.049999999999,4,3,4,434,Premium Customer
28110,Shawn Boyer,430,9,4910.46,4,4,4,444,Premium Customer
28121,Shawn Evans,228,11,6448.65,3,4,4,344,Premium Customer
28128,Shawn Graham,162,12,5192.63,3,4,4,344,Premium Customer
28145,Shawn Moore,149,9,3840.0099999999998,3,4,3,343,Premium Customer
28152,Shawn Reyes,463,9,4402.83,4,4,4,444,Premium Customer
28153,Shawn Rhodes,157,10,5110.049999999999,3,4,4,344,Premium Customer
28167,Shawn Taylor,250,8,4248.49,3,3,4,334,Premium Customer
28180,Shawna Martin,309,9,4031.8199999999997,4,4,4,444,Premium Customer
28197,Sheila Carter,192,9,3117.09,3,4,3,343,Premium Customer
28213,Sheila Martinez,370,8,3432.82,4,3,3,433,Premium Customer
28254,Shelby Murillo,422,8,3887.6000000000004,4,3,3,433,Premium Customer
28256,Shelby Rogers,383,8,3288.55,4,3,3,433,Premium Customer
28266,Shelby Woods,227,11,3642.17,3,4,3,343,Premium Customer
28269,Shelia Burke,145,9,5770.15,3,4,4,344,Premium Customer
28275,Shelia Noble,153,8,3563.69,3,3,3,333,Premium Customer
28278,Shelley Alvarez,323,10,4424.97,4,4,4,444,Premium Customer
28285,Shelley George,472,9,5439.42,4,4,4,444,Premium Customer
28291,Shelley Jensen,185,9,3400.04,3,4,3,343,Premium Customer
28311,Shelly Jones,234,9,4590.96,3,4,4,344,Premium Customer
28338,Sherri Brooks,242,9,4089.7,3,4,4,344,Premium Customer
28340,Sherri Castillo,395,9,4961.639999999999,4,4,4,444,Premium Customer
28346,Sherri Flynn,172,9,3011.13,3,4,3,343,Premium Customer
28353,Sherri Mann,384,8,4305.12,4,3,4,434,Premium Customer
28356,Sherri Pruitt,306,8,3694.31,4,3,3,433,Premium Customer
28374,Sherry Farrell,226,9,4337.51,3,4,4,344,Premium Customer
28375,Sherry Foley,167,9,4556.889999999999,3,4,4,344,Premium Customer
28380,Sherry Hansen,148,9,4597.4400000000005,3,4,4,344,Premium Customer
28383,Sherry Jones,192,8,3869.86,3,3,3,333,Premium Customer
28386,Sherry Larsen,642,8,4273.379999999999,4,3,4,434,Premium Customer
28399,Sherry Rowe,390,9,3651.91,4,4,3,443,Premium Customer
28401,Sherry Taylor,203,8,4366.74,3,3,4,334,Premium Customer
28420,Shirley Clark,161,11,5732.460000000001,3,4,4,344,Premium Customer
28423,Shirley Hancock,326,10,5219.0,4,4,4,444,Premium Customer
28427,Shirley Macdonald,158,9,4280.92,3,4,4,344,Premium Customer
28446,Sierra Hill,235,9,3655.35,3,4,3,343,Premium Customer
28454,Sierra Rice,245,10,4559.089999999999,3,4,4,344,Premium Customer
28474,Sonya Hendricks,342,8,3414.38,4,3,3,433,Premium Customer
28481,Sonya Myers,362,10,3977.04,4,4,4,444,Premium Customer
28489,Sophia Blevins,209,9,5109.83,3,4,4,344,Premium Customer
28503,Spencer Finley,173,11,6509.870000000001,3,4,4,344,Premium Customer
28513,Spencer Moore,242,10,4921.9400000000005,3,4,4,344,Premium Customer
28518,Stacey Brown,284,8,4121.280000000001,4,3,4,434,Premium Customer
28519,Stacey Chung,447,8,5243.23,4,3,4,434,Premium Customer
28526,Stacey Foster,287,9,4054.9800000000005,4,4,4,444,Premium Customer
28528,Stacey French,206,10,4897.079999999999,3,4,4,344,Premium Customer
28539,Stacey Lamb,364,9,3797.9399999999996,4,4,3,443,Premium Customer
28550,Stacey Murphy,230,11,5518.200000000001,3,4,4,344,Premium Customer
28553,Stacey Padilla,145,8,3573.08,3,3,3,333,Premium Customer
28563,Stacey Wade,152,9,3556.5099999999998,3,4,3,343,Premium Customer
28565,Stacey Webster,266,8,4422.8099999999995,3,3,4,334,Premium Customer
